sample_id,human_label,human_confidence,human_notes,annotator_a_label,annotator_b_label,source_file,source_line,summary
DV001,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:43:33.810742/failure_records.jsonl,608,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 16, 'north': 27, 'west': 29, 'noop': 25, 'east': 3, 'south': 2} | Load action counts by agent: [12, 4] | Mean absolute state change: 0.030000 | State variation: 1.758950"
DV151,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:41:00.045290/failure_records.jsonl,96,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 30, 'north': 63, 'east': 3, 'south': 4, 'noop': 2} | Load action counts by agent: [0, 0] | Mean absolute state change: 0.036667 | State variation: 2.127185"
DV152,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,395,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 49, 'east': 43, 'noop': 7, 'north': 2, 'load': 1} | Load action counts by agent: [0, 1] | Mean absolute state change: 0.026667 | State variation: 2.043830"
DV153,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:35:50.119223/failure_records.jsonl,430,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 1, 'load': 1, 'south': 40, 'noop': 9, 'east': 51} | Load action counts by agent: [0, 1] | Mean absolute state change: 0.031667 | State variation: 2.011084"
DV154,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,277,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 39, 'east': 51, 'load': 3, 'noop': 5, 'north': 3, 'west': 1} | Load action counts by agent: [0, 3] | Mean absolute state change: 0.033333 | State variation: 2.186801"
DV155,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,230,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 68, 'east': 30, 'west': 1, 'north': 1, 'load': 2} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.035000 | State variation: 1.905716"
DV156,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,268,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 58, 'north': 2, 'south': 39, 'load': 2, 'noop': 1} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.026667 | State variation: 2.020272"
DV157,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,316,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 45, 'south': 47, 'noop': 5, 'north': 2, 'load': 3} | Load action counts by agent: [0, 3] | Mean absolute state change: 0.030000 | State variation: 2.192706"
DV158,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:41:00.045290/failure_records.jsonl,123,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 4, 'north': 69, 'west': 14, 'noop': 6, 'east': 7, 'load': 2} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.058333 | State variation: 1.877156"
DV159,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:41:00.045290/failure_records.jsonl,119,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 28, 'load': 3, 'north': 59, 'noop': 7, 'east': 2, 'south': 3} | Load action counts by agent: [0, 3] | Mean absolute state change: 0.040000 | State variation: 1.451212"
DV160,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,430,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 1, 'load': 2, 'south': 41, 'noop': 5, 'east': 53} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.031667 | State variation: 2.011084"
DV161,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,302,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 42, 'west': 2, 'south': 49, 'load': 2, 'noop': 4, 'north': 3} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.031667 | State variation: 2.367729"
DV162,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,386,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 57, 'east': 39, 'noop': 3, 'north': 2, 'load': 1} | Load action counts by agent: [0, 1] | Mean absolute state change: 0.018333 | State variation: 2.453715"
DV163,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,223,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 32, 'south': 61, 'noop': 4, 'load': 4, 'north': 1} | Load action counts by agent: [0, 4] | Mean absolute state change: 0.023333 | State variation: 1.777835"
DV164,insufficient_cooperation,3,Adjudicated to annotator A on semantic ambiguity.,insufficient_cooperation,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:20:05.415445/failure_records.jsonl,6,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 28, 'east': 21, 'load': 19, 'noop': 42, 'south': 19, 'north': 24} | Load action counts by agent: [0, 9, 10] | Mean absolute state change: 0.087778 | State variation: 2.117189"
DV165,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,324,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 50, 'load': 2, 'east': 40, 'noop': 5, 'north': 3, 'west': 2} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.030000 | State variation: 2.138890"
DV166,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:35:50.119223/failure_records.jsonl,395,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 49, 'east': 42, 'noop': 7, 'north': 3, 'load': 1} | Load action counts by agent: [0, 1] | Mean absolute state change: 0.026667 | State variation: 2.043830"
DV167,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:41:00.045290/failure_records.jsonl,86,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 59, 'west': 28, 'noop': 9, 'east': 5, 'south': 1} | Load action counts by agent: [0, 0] | Mean absolute state change: 0.038333 | State variation: 1.832581"
DV168,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,156,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 36, 'load': 4, 'south': 55, 'noop': 4, 'west': 2, 'north': 1} | Load action counts by agent: [0, 4] | Mean absolute state change: 0.023333 | State variation: 2.039095"
DV169,insufficient_cooperation,3,Annotators agreed.,insufficient_cooperation,insufficient_cooperation,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:35:50.119223/failure_records.jsonl,386,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 57, 'east': 38, 'noop': 3, 'north': 2, 'load': 2} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.018333 | State variation: 2.453715"
DV170,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:51:31.574638/failure_records.jsonl,1882,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 43, 'load': 73, 'north': 25, 'noop': 2, 'south': 9, 'west': 1} | Load action counts by agent: [20, 23, 30] | Mean absolute state change: 0.047778 | State variation: 2.516296"
DV171,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:45:17.277654/failure_records.jsonl,1285,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 86, 'load': 65, 'south': 2} | Load action counts by agent: [17, 29, 19] | Mean absolute state change: 0.015556 | State variation: 2.984239"
DV172,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:28:26.453561/failure_records.jsonl,338,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 37, 'south': 15, 'east': 30, 'west': 12, 'noop': 6, 'north': 2} | Load action counts by agent: [22, 15] | Mean absolute state change: 0.065000 | State variation: 1.982793"
DV173,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:28:26.453561/failure_records.jsonl,965,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 3, 'west': 15, 'load': 58, 'south': 15, 'noop': 2, 'east': 9} | Load action counts by agent: [25, 33] | Mean absolute state change: 0.048333 | State variation: 1.467960"
DV174,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 14:07:24.631834/failure_records.jsonl,1052,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 1, 'north': 6, 'load': 93, 'noop': 2} | Load action counts by agent: [49, 44] | Mean absolute state change: 0.011667 | State variation: 1.485375"
DV175,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:27:39.875255/failure_records.jsonl,1070,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 94, 'east': 17, 'south': 25, 'west': 4, 'north': 13} | Load action counts by agent: [32, 30, 32] | Mean absolute state change: 0.052222 | State variation: 2.296391"
DV176,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:35:20.815998/failure_records.jsonl,61,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 14, 'load': 38, 'west': 61, 'noop': 16, 'south': 17, 'east': 7} | Load action counts by agent: [16, 9, 13] | Mean absolute state change: 0.062222 | State variation: 2.636609"
DV177,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 14:07:24.631834/failure_records.jsonl,1953,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 8, 'north': 5, 'load': 84, 'south': 1, 'west': 4} | Load action counts by agent: [38, 46] | Mean absolute state change: 0.026667 | State variation: 1.000805"
DV178,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:27:39.875255/failure_records.jsonl,384,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 28, 'north': 16, 'load': 81, 'east': 16, 'west': 6, 'noop': 6} | Load action counts by agent: [26, 26, 29] | Mean absolute state change: 0.055556 | State variation: 2.085321"
DV179,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-02 09:05:43.895191/failure_records.jsonl,705,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 103, 'east': 2, 'noop': 2, 'south': 15, 'west': 29, 'north': 2} | Load action counts by agent: [38, 33, 32] | Mean absolute state change: 0.033333 | State variation: 2.573314"
DV180,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:43:33.810742/failure_records.jsonl,599,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 37, 'load': 15, 'north': 16, 'noop': 27, 'east': 5, 'south': 2} | Load action counts by agent: [8, 7] | Mean absolute state change: 0.028333 | State variation: 1.874652"
DV181,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:27:39.875255/failure_records.jsonl,1941,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 22, 'load': 77, 'south': 36, 'west': 11, 'north': 7} | Load action counts by agent: [22, 31, 24] | Mean absolute state change: 0.051111 | State variation: 2.376808"
DV182,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:26:02.103499/failure_records.jsonl,784,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 17, 'load': 70, 'west': 12, 'north': 2, 'south': 1} | Load action counts by agent: [30, 40] | Mean absolute state change: 0.051667 | State variation: 2.137981"
DV183,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:36:16.483022/failure_records.jsonl,95,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 14, 'south': 42, 'north': 7, 'load': 77, 'west': 12, 'east': 1} | Load action counts by agent: [28, 24, 25] | Mean absolute state change: 0.032222 | State variation: 2.751982"
DV184,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:20:05.415445/failure_records.jsonl,1084,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 49, 'west': 25, 'east': 20, 'load': 59} | Load action counts by agent: [23, 17, 19] | Mean absolute state change: 0.046667 | State variation: 2.793763"
DV185,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 14:07:24.631834/failure_records.jsonl,1888,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 94, 'west': 2, 'south': 5, 'east': 1} | Load action counts by agent: [48, 46] | Mean absolute state change: 0.013333 | State variation: 1.780277"
DV186,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:36:16.483022/failure_records.jsonl,1089,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 3, 'load': 106, 'east': 18, 'noop': 6, 'south': 14, 'north': 6} | Load action counts by agent: [39, 30, 37] | Mean absolute state change: 0.032222 | State variation: 3.008462"
DV187,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:45:17.277654/failure_records.jsonl,1385,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 102, 'east': 48, 'south': 3} | Load action counts by agent: [33, 35, 34] | Mean absolute state change: 0.017778 | State variation: 2.548412"
DV188,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 14:07:24.631834/failure_records.jsonl,1841,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 9, 'load': 76, 'north': 3, 'east': 6, 'south': 6, 'noop': 2} | Load action counts by agent: [40, 36] | Mean absolute state change: 0.035000 | State variation: 1.595330"
DV189,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:16:43.925328/failure_records.jsonl,1098,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 40, 'load': 80, 'south': 17, 'east': 10, 'noop': 5, 'north': 1} | Load action counts by agent: [27, 30, 23] | Mean absolute state change: 0.048889 | State variation: 2.552622"
DV190,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:42:46.689266/failure_records.jsonl,551,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 3, 'south': 22, 'load': 88, 'noop': 3, 'east': 34, 'west': 3} | Load action counts by agent: [28, 28, 32] | Mean absolute state change: 0.033333 | State variation: 2.967446"
DV191,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 14:07:24.631834/failure_records.jsonl,1647,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 5, 'north': 5, 'load': 88, 'east': 2, 'noop': 2} | Load action counts by agent: [43, 45] | Mean absolute state change: 0.013333 | State variation: 1.633912"
DV192,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:51:31.574638/failure_records.jsonl,672,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 51, 'load': 79, 'west': 7, 'north': 14, 'noop': 2} | Load action counts by agent: [27, 19, 33] | Mean absolute state change: 0.040000 | State variation: 2.618251"
DV193,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 14:07:24.631834/failure_records.jsonl,1653,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 9, 'load': 73, 'north': 11, 'south': 6, 'west': 3} | Load action counts by agent: [36, 37] | Mean absolute state change: 0.038333 | State variation: 1.266613"
